"EcoPortCode","ScientificName","AUTH","FAMNAME","SYNO","COMNAME","LIFO","HABI","LISPA","PHYS","CAT","PLAT","TOPMN","TOPMX","TMIN","TMAX","ROPMN","ROPMX","RMIN","RMAX","PHOPMN","PHOPMX","PHMIN","PHMAX","LATOPMN","LATOPMX","LATMN","LATMX","ALTMX","LIOPMN","LIOPMX","LIMN","LIMX","DEP","DEPR","TEXT","TEXTR","FER","FERR","TOX","TOXR","SAL","SALR","DRA","DRAR","KTMPR","KTMP","PHOTO","CLIZ","ABITOL","ABISUS","INTRI","PROSY","GMIN","GMAX"
9121,"Quercus lamellosa","Smith","Magnoliopsida:Hamamelidae:Fagales:Fagaceae","","","tree","erect","perennial","evergreen, single stem","forest/wood","",15,25,4,32,3000,4000,2500,4500,5.5,6.5,5,7.5,20,20,30,30,3000,"very bright","light shade","very bright","light shade","deep (>>150 cm)","medium (50-150 cm)","medium, light","medium, light","moderate","low","","","low (<4 dS/m)","low (<4 dS/m)","well (dry spells)","well (dry spells)",-5,0,"short day (<12 hours), neutral day (12-14 hours), long day (>14 hours)","subtropical humid (Cf), subtropical dry summer (Cs), subtropical dry winter (Cw), temperate oceanic (Do), temperate continental (Dc), temperate with humid winters (Df), temperate with dry winters (Dw)","","fire","","",150,180
9122,"Quercus lanuginosa","Don.","Magnoliopsida:Hamamelidae:Fagales:Fagaceae","","","tree","erect","perennial","evergreen, single stem","forest/wood","",15,25,2,32,2000,2500,1500,3000,5.5,6.5,5,7.5,25,25,35,35,2600,"very bright","clear skies","very bright","cloudy skies","deep (>>150 cm)","shallow (20-50 cm)","medium","heavy, medium, light","moderate","low","","","low (<4 dS/m)","low (<4 dS/m)","well (dry spells)","well (dry spells), excessive (dry/moderately dry)",-7,0,"short day (<12 hours), neutral day (12-14 hours), long day (>14 hours)","subtropical humid (Cf), subtropical dry summer (Cs)","","","","",150,180
9123,"Quercus lineata","Blume","Magnoliopsida:Hamamelidae:Fagales:Fagaceae","","","tree","erect","perennial","evergreen, single stem","forest/wood, environmental","",15,25,4,32,3000,4000,2500,4500,7,7.5,6,8.5,NA,NA,20,27,3000,"very bright","light shade","very bright","light shade","deep (>>150 cm)","medium (50-150 cm)","medium, light","medium, light","moderate","low","","","low (<4 dS/m)","low (<4 dS/m)","well (dry spells)","well (dry spells)",-5,-1,"short day (<12 hours), neutral day (12-14 hours), long day (>14 hours)","tropical wet (Ar), subtropical humid (Cf), subtropical dry summer (Cs), subtropical dry winter (Cw), temperate oceanic (Do), temperate continental (Dc), temperate with humid winters (Df), temperate with dry winters (Dw)","","","","",150,180
9138,"Quercus robur","L.","Magnoliopsida:Hamamelidae:Fagales:Fagaceae","","oak, German oak, English oak, Robur oak, Austrian oak, pedunculate oak, truffle oak, Slavonian oak, chene, chene pedoncule', Eiche, Deutsche Eiche, Stieleiche, Traubeneiche, Sommereiche, quercia, farnia, stilk eg, carvalho roble, carvalho comum, carvalho alvarinho, roble comun, Quercus cortex, Quercus folium","tree","erect","perennial","deciduous, single stem","ornamentals/turf, medicinals & aromatic, forest/wood","grown on large scale, harvested from wild",10,18,5,41,600,950,350,1000,NA,NA,4.5,7.5,45,38,60,65,1500,"cloudy skies","very bright","light shade","very bright","deep (>>150 cm)","deep (>>150 cm)","heavy, medium, organic","heavy, medium, light, wide, organic","high","moderate","","","low (<4 dS/m)","medium (4-10 dS/m)","well (dry spells)","poorly (saturated >50% of year), well (dry spells)",-50,-1,"","subtropical dry summer (Cs), temperate oceanic (Do)","","drought","","",0,0
9140,"Quercus semecarpifolia","Smi.","Magnoliopsida:Hamamelidae:Fagales:Fagaceae","","","tree","erect","perennial","evergreen, single stem","materials, forest/wood","",12,22,2,30,800,2000,500,2500,5.5,6.5,5,7.5,25,25,35,35,4000,"very bright","very bright","very bright","clear skies","deep (>>150 cm)","shallow (20-50 cm)","medium, light","heavy, medium, light","moderate","low","","","low (<4 dS/m)","low (<4 dS/m)","well (dry spells)","poorly (saturated >50% of year), well (dry spells), excessive (dry/moderately dry)",-10,-1,"short day (<12 hours), neutral day (12-14 hours), long day (>14 hours)","steppe or semiarid (Bs), temperate continental (Dc)","","","","",120,150
9143,"Quercus suber","L.","Magnoliopsida:Hamamelidae:Fagales:Fagaceae","","cork oak, mast tree, chene liege, sobreiro, alcornoque","tree","erect","perennial","evergreen, single stem","forest/wood","grown on large scale",14,32,5,42,600,1000,310,2000,5.5,7,4.5,8.2,30,30,50,50,1500,"very bright","very bright","very bright","clear skies","medium (50-150 cm)","medium (50-150 cm)","medium, light","heavy, medium, light","moderate","low","","","low (<4 dS/m)","low (<4 dS/m)","well (dry spells), excessive (dry/moderately dry)","poorly (saturated >50% of year), well (dry spells), excessive (dry/moderately dry)",-5,0,"short day (<12 hours)","steppe or semiarid (Bs), subtropical dry summer (Cs)","","","","large scale/commercial",365,365
9146,"Quercus virginiana","Miller","Magnoliopsida:Hamamelidae:Fagales:Fagaceae","","live oak, chene de Virginie, carvalho da Virginia, roble de Virginia","tree","erect","perennial","multi stem","forest/wood","",18,32,7,38,1200,1800,900,2400,6,7,5.5,7.5,5,5,15,15,500,"very bright","very bright","very bright","clear skies","medium (50-150 cm)","shallow (20-50 cm)","light","medium, light","high","moderate","","","low (<4 dS/m)","low (<4 dS/m)","well (dry spells), excessive (dry/moderately dry)","well (dry spells), excessive (dry/moderately dry)",NA,NA,"short day (<12 hours), neutral day (12-14 hours), long day (>14 hours)","tropical wet & dry (Aw), subtropical humid (Cf)","","","","",150,210
9149,"Quisqualis indica","L.","Magnoliopsida:Rosidae:Myrtales:Combretaceae","","Burma creeper, Chinese honeysuckle, Rangoon creeper, dong preah phnom, vor romiet nhi, udani, bidani, cekluk, dok ung, khua hung, sa mang, akar dani, selimpas, niyog-niyogan, balitadham, tartaraok, cha mang, thai mong, lep mue nang, sur quan, qua giun, day giun, quar nac, mac giaogiun, may lang curong","vine","climber/scrambler/scadent","perennial","","ornamentals/turf, medicinals & aromatic","grown on small scale, harvested from wild",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","","","","","heavy, medium","heavy, medium","","","","","","","well (dry spells)","well (dry spells)",NA,NA,"","","","","","home garden",0,0
9168,"Raphanus caudatus","L.","Magnoliopsida:Dilleniidae:Capparales:Cruciferae","","rat-tailed radish","herb","erect","annual","single stem","vegetables","grown on small scale",12,26,10,37,1000,1500,800,2500,6,6.5,5,7.5,NA,NA,NA,NA,NA,"very bright","clear skies","very bright","cloudy skies","deep (>>150 cm)","medium (50-150 cm)","medium, light","medium, light","high","moderate","","","low (<4 dS/m)","low (<4 dS/m)","well (dry spells)","well (dry spells)",NA,NA,"short day (<12 hours), neutral day (12-14 hours), long day (>14 hours)","tropical wet & dry (Aw), tropical wet (Ar)","","","","",90,215
9175,"Raphia hookeri","Mann. & Wendl","Liliopsida:Arecidae:Arecales:Palmae","","","tree","erect","perennial","evergreen","materials, forest/wood","",24,30,14,36,3000,4000,2000,5000,5,6,4.5,6.5,NA,NA,8,8,200,"very bright","clear skies","very bright","cloudy skies","medium (50-150 cm)","shallow (20-50 cm)","heavy, medium, light","heavy, medium, light","moderate","moderate","","","low (<4 dS/m)","low (<4 dS/m)","poorly (saturated >50% of year)","poorly (saturated >50% of year)",NA,NA,"short day (<12 hours)","tropical wet (Ar)","flooding","","","",365,365
9185,"Rauvolfia serpentina","(L.) Benth. ex Kurz","Magnoliopsida:Asteridae:Gentianales:Apocynaceae","","","herb","","perennial","","vegetables, environmental","",22,30,4,35,1500,3500,1100,4500,5.5,7,5,7.5,NA,NA,10,10,1000,"cloudy skies","light shade","very bright","light shade","deep (>>150 cm)","medium (50-150 cm)","medium","medium","high","moderate","","","low (<4 dS/m)","low (<4 dS/m)","well (dry spells)","well (dry spells)",NA,NA,"short day (<12 hours)","tropical wet & dry (Aw), tropical wet (Ar)","","","","",240,365
9213,"Rhamnus prinoides","L'Her","Magnoliopsida:Rosidae:Rhamnales:Rhamnaceae","","dogwood, blinkblaar","shrub, tree","erect","perennial","evergreen, single stem, multi stem","fruits & nuts, ornamentals/turf, medicinals & aromatic, environmental","",14,22,8,32,600,1000,500,1200,5.5,6.5,5,7,NA,NA,20,27,2000,"clear skies","very bright","light shade","very bright","medium (50-150 cm)","shallow (20-50 cm)","heavy, medium, organic","heavy, medium, light, wide, organic","high","moderate","","","low (<4 dS/m)","low (<4 dS/m)","well (dry spells)","well (dry spells)",-15,-5,"","tropical wet & dry (Aw), subtropical dry summer (Cs)","","","","",365,365
9228,"Rheum palmatum","L.","Magnoliopsida:Caryophyllidae:Polygonales:Polygonaceae","","Turkey rhubarb, Chinese rhubarb","herb","erect","perennial","","medicinals & aromatic","grown on small scale, harvested from wild",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,35,NA,45,NA,"","","","","","","","","","","","","","","","",NA,NA,"","temperate oceanic (Do), temperate continental (Dc)","","","","",0,0
9270,"Rhynchosia minima","(L.) DC","Magnoliopsida:Rosidae:Fabales:Leguminosae","","","herb","prostrate/procumbent/semi-erect","perennial","multi stem","forage/pasture","",22,34,15,42,550,1000,450,1600,7,7.5,6.5,8,5,NA,30,35,1000,"clear skies","clear skies","very bright","cloudy skies","medium (50-150 cm)","shallow (20-50 cm)","heavy","heavy, medium","high","moderate","","","low (<4 dS/m)","medium (4-10 dS/m)","well (dry spells)","poorly (saturated >50% of year), well (dry spells)",NA,NA,"short day (<12 hours)","tropical wet & dry (Aw), steppe or semiarid (Bs), subtropical humid (Cf), subtropical dry summer (Cs)","","","","",150,180
9279,"Ribes hirtellum","Michaux","Magnoliopsida:Rosidae:Rosales:Grossulariaceae","","","shrub","erect","perennial","deciduous, multi stem","fruits & nuts","",10,22,5,25,800,1200,400,1700,6.5,7.5,5.5,8,NA,NA,NA,NA,NA,"very bright","clear skies","very bright","cloudy skies","medium (50-150 cm)","medium (50-150 cm)","heavy, medium","heavy, medium, light","high","moderate","","","low (<4 dS/m)","low (<4 dS/m)","well (dry spells)","well (dry spells)",-10,0,"long day (>14 hours)","steppe or semiarid (Bs), temperate oceanic (Do), temperate continental (Dc), temperate with humid winters (Df), temperate with dry winters (Dw), boreal (E)","","","","",150,180
9282,"Ribes nigrum","L.","Magnoliopsida:Rosidae:Rosales:Grossulariaceae","","black currant, schwarze Johannisbeere, Ribis nigri folium, Ribis nigri fructus","shrub","erect","perennial","deciduous, multi stem","fruits & nuts","grown on large scale",17,25,5,30,700,900,500,1100,6.5,7.5,6,8,50,45,65,68,1500,"very bright","clear skies","very bright","cloudy skies","deep (>>150 cm)","medium (50-150 cm)","medium","heavy, medium, light","high","moderate","","","low (<4 dS/m)","low (<4 dS/m)","well (dry spells)","well (dry spells)",-28,-1,"long day (>14 hours)","steppe or semiarid (Bs), temperate oceanic (Do), temperate continental (Dc), temperate with humid winters (Df), temperate with dry winters (Dw), boreal (E)","","","","",150,180
9285,"Ribes rubrum","L.","Magnoliopsida:Rosidae:Rosales:Grossulariaceae","","red current, ribs, rote Johannisbeere, Ribis rubri fructus","shrub","erect","perennial","","fruits & nuts, medicinals & aromatic","grown on large scale",10,22,5,25,800,1200,500,1700,6.5,7.5,6,8,NA,NA,NA,NA,NA,"very bright","clear skies","very bright","cloudy skies","medium (50-150 cm)","medium (50-150 cm)","heavy, medium","heavy, medium, light","high","moderate","","","low (<4 dS/m)","low (<4 dS/m)","well (dry spells)","well (dry spells)",-10,0,"long day (>14 hours)","steppe or semiarid (Bs), temperate oceanic (Do), temperate continental (Dc), temperate with humid winters (Df), temperate with dry winters (Dw), boreal (E)","","","","home garden, large scale/commercial",150,180
9287,"Ribes sativum","(Reichenb.) Syme","Magnoliopsida:Rosidae:Rosales:Grossulariaceae","","","shrub","erect","perennial","deciduous, multi stem","fruits & nuts","grown on large scale",13,23,5,27,500,800,300,1100,6,6.5,5.5,7.5,NA,NA,NA,NA,NA,"very bright","clear skies","very bright","cloudy skies","medium (50-150 cm)","medium (50-150 cm)","heavy, medium","heavy, medium","high","moderate","","","low (<4 dS/m)","low (<4 dS/m)","well (dry spells)","well (dry spells)",-10,0,"long day (>14 hours)","steppe or semiarid (Bs), temperate oceanic (Do), temperate continental (Dc), temperate with humid winters (Df), temperate with dry winters (Dw), boreal (E)","","","","home garden, small scale (manual)",120,150
9290,"Ribes uva-crispa","L.","Magnoliopsida:Rosidae:Rosales:Grossulariaceae","Ribes grossularia L.","gooseberry, stikkelsbær, stachelbeere","shrub","erect","perennial","","fruits & nuts, medicinals & aromatic","grown on large scale",15,25,3,40,900,1300,500,1700,6,7,5,7.5,45,40,55,60,1500,"very bright","clear skies","very bright","cloudy skies","deep (>>150 cm)","medium (50-150 cm)","heavy","heavy, medium","high","moderate","","","low (<4 dS/m)","low (<4 dS/m)","well (dry spells)","well (dry spells)",-28,0,"short day (<12 hours), neutral day (12-14 hours), long day (>14 hours)","steppe or semiarid (Bs), temperate oceanic (Do), temperate continental (Dc), temperate with humid winters (Df), temperate with dry winters (Dw), boreal (E)","","","","",150,180
9291,"Ricinodendron heudelotii","(Baill.) Pierre ex Heckel","Magnoliopsida:Dilleniidae:Euphorbiales:Euphorbiaceae","Jatropha heudelotii Baill., Ricinodendron africanus Müll. Arg., Ricinodendron tomentellum Hutch. & Bruce","African nut tree, African wood, African wood-oil nut tree, cork wood, muawa, erimado, munguella (Angola), esséssang (Cameroon), bofeko (Zaire), wama (Ghana), okhuen (Nigeria), kishongo (Uganda)","tree","erect","perennial","single stem","vegetables, materials, ornamentals/turf, medicinals & aromatic, forest/wood, environmental","",20,30,14,34,800,4000,500,5000,5.5,6.5,5,7,NA,NA,10,12,2000,"clear skies","very bright","light shade","very bright","deep (>>150 cm)","medium (50-150 cm)","heavy, medium","heavy, medium","moderate","low","","","low (<4 dS/m)","low (<4 dS/m)","well (dry spells)","well (dry spells)",NA,NA,"","tropical wet & dry (Aw), tropical wet (Ar)","","","","",365,365
9292,"Ricinodendron rautanenii","Schinz","Magnoliopsida:Dilleniidae:Euphorbiales:Euphorbiaceae","Schinziophyton rautanenii","mongongo nut, manketti nut, featherweight tree, mongongo, mungongo, mungongoma, mugonga, mangetti, ugongo (Kwangali), ngongo (Kwangali), wilde okkerneut","tree","erect","perennial","deciduous, single stem","forage/pasture, fruits & nuts, environmental","grown on small scale, harvested from wild",18,30,10,40,500,800,400,1000,6.5,8,6,8.5,15,13,21,32,1200,"very bright","very bright","clear skies","very bright","deep (>>150 cm)","deep (>>150 cm)","medium, light","medium, light","moderate","low","","","low (<4 dS/m)","low (<4 dS/m)","well (dry spells)","well (dry spells), excessive (dry/moderately dry)",-7,-1,"","tropical wet & dry (Aw), steppe or semiarid (Bs), subtropical dry summer (Cs)","","","","",365,365
9297,"Robinia pseudoacacia","L.","Magnoliopsida:Rosidae:Fabales:Leguminosae","","false acacia, bastard acacia, black locust, faux acacia, Akazie, robinie, falsk acacie, robinia, acacia bastarda, robinia falsa acacia, acacia para-sol, Robiniae pseudoacaciae flos","tree","erect","perennial","deciduous, single stem","ornamentals/turf, medicinals & aromatic","grown on small scale",15,32,6,40,450,700,300,1600,5.5,6.5,4.5,8.2,34,30,40,60,3300,"very bright","clear skies","very bright","cloudy skies","deep (>>150 cm)","medium (50-150 cm)","medium, light","heavy, medium, light","moderate","low","","","low (<4 dS/m)","medium (4-10 dS/m)","well (dry spells)","well (dry spells), excessive (dry/moderately dry)",-35,-1,"short day (<12 hours), neutral day (12-14 hours), long day (>14 hours)","steppe or semiarid (Bs), subtropical humid (Cf), subtropical dry summer (Cs), temperate oceanic (Do)","","","","",120,240
9312,"Rosa canina","L.","Magnoliopsida:Rosidae:Rosales:Rosaceae","","dog rose, dog brier, rose hip, wild rose, brier hip, bramble rose, cankerberry, canker, baies d'eglantier, Hagebutte, Hundsrose, rosa canina, hunderose, roseira canina, rosa de cao, silva-macha, rebenta-boi, Cynosbati fructus sine semine, Cynosbati fructus cum seminibus, Cynosbati semen","shrub","prostrate/procumbent/semi-erect","perennial","","ornamentals/turf, medicinals & aromatic","grown on small scale, harvested from wild",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"cloudy skies","very bright","light shade","very bright","medium (50-150 cm)","shallow (20-50 cm)","medium","medium, light","moderate","low","","","","","well (dry spells)","well (dry spells), excessive (dry/moderately dry)",NA,NA,"","temperate oceanic (Do), temperate continental (Dc)","","","","",0,0
9324,"Roseodendron donnell-smithii","donn.-smithii","","","","tree","erect","perennial","single stem","environmental","",23,31,17,35,1500,2500,1000,3000,5.5,6.5,4.5,7.5,13,13,17,17,600,"very bright","very bright","very bright","clear skies","deep (>>150 cm)","medium (50-150 cm)","medium, light","medium, light","moderate","moderate","","","low (<4 dS/m)","low (<4 dS/m)","well (dry spells)","well (dry spells), excessive (dry/moderately dry)",NA,NA,"short day (<12 hours)","tropical wet & dry (Aw)","","","","",270,300
